pair_id,positive_prompt_id,negative_prompt_id,positive_role,negative_role,domain,split,outcome_valence,amount_bucket,risk_context,behavior_target,direction_norm
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__large__none__paired__part_003__commission_pending_paid,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__large__none__paired__part_003__commission_pending_paid__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__large__none__paired__part_003__commission_pending_paid__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,large,none,none,648.9329223632812
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_001__bonus_hold_post,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_001__bonus_hold_post__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_001__bonus_hold_post__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,medium,none,none,275.913818359375
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_001__commission_pending_paid,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_001__commission_pending_paid__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_001__commission_pending_paid__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,medium,none,none,282.8493347167969
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_002__bonus_reversal_hold,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_002__bonus_reversal_hold__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_002__bonus_reversal_hold__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,medium,none,none,810.4476928710938
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_002__bonus_stock_withheld,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_002__bonus_stock_withheld__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_002__bonus_stock_withheld__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,medium,none,none,313.4833068847656
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_003__bonus_stock_drop,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_003__bonus_stock_drop__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_003__bonus_stock_drop__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,medium,none,none,496.8924255371094
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_003__quarterly_bonus_clawback,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_003__quarterly_bonus_clawback__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_003__quarterly_bonus_clawback__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,medium,none,none,470.1742248535156
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_001__bonus_a,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_001__bonus_a__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_001__bonus_a__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,small,none,none,629.0292358398438
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_001__bonus_b,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_001__bonus_b__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_001__bonus_b__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,small,none,none,493.16497802734375
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__bonus_hold_post,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__bonus_hold_post__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__bonus_hold_post__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,small,none,none,452.4618225097656
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__commission_notice_paid,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__commission_notice_paid__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__commission_notice_paid__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,small,none,none,337.725830078125
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__bonus_hold_post,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__bonus_hold_post__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__bonus_hold_post__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,small,none,none,556.1539916992188
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__commission_hold_paid,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__commission_hold_paid__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__commission_hold_paid__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,small,none,none,459.87225341796875
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__bonus_allocated_received,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__bonus_allocated_received__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__bonus_allocated_received__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,381.2498779296875
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__bonus_pending_posted,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__bonus_pending_posted__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__bonus_pending_posted__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,330.6086120605469
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__p1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__p1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__p1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,795.897705078125
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__p2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__p2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__p2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,840.8187255859375
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__bonus_hold_post,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__bonus_hold_post__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__bonus_hold_post__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,410.5169677734375
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__retention_accrued_paid,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__retention_accrued_paid__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__retention_accrued_paid__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,263.9859924316406
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__bonus_hold_post,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__bonus_hold_post__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__bonus_hold_post__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,508.3921813964844
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__retention_bonus_accrued_paid,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__retention_bonus_accrued_paid__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__retention_bonus_accrued_paid__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,241.5333709716797
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__bonus_pending_paid,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__bonus_pending_paid__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__bonus_pending_paid__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,612.4407348632812
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__retention_accrued_posted,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__retention_accrued_posted__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__retention_accrued_posted__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,1537.1917724609375
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__bonus_credit_hold,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__bonus_credit_hold__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__bonus_credit_hold__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,670.5386352539062
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__retention_bonus_posting,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__retention_bonus_posting__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__retention_bonus_posting__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,694.6231689453125
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__bonus_pending_posted,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__bonus_pending_posted__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__bonus_pending_posted__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,895.9639892578125
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__retention_accrued_paid,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__retention_accrued_paid__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__retention_accrued_paid__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,489.54205322265625
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__bonus_pending_posted,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__bonus_pending_posted__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__bonus_pending_posted__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,861.9957885742188
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__commission_held_paid,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__commission_held_paid__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__commission_held_paid__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,875.877685546875
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__bonus1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__bonus1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__bonus1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,659.5479125976562
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__bonus2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__bonus2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__bonus2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,619.2092895507812
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,384.4935302734375
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,289.07354736328125
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__pair1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__pair1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,332.95294189453125
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__pair2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__pair2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,236.51817321777344
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,413.64471435546875
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,1121.3426513671875
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,399.157470703125
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,406.34344482421875
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,382.0860900878906
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,444.82421875
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,302.2846984863281
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,359.661376953125
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__pair1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__pair1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,535.200439453125
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__pair2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__pair2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,749.9976806640625
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__pair1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__pair1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,332.4990234375
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__pair2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__pair2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,348.7569885253906
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,576.0528564453125
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,945.6818237304688
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p1__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,large,none,none,520.7348022460938
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p2__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,large,none,none,414.2442321777344
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__pair1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__pair1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,large,none,none,413.3578796386719
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__pair2,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__pair2__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,large,none,none,458.733642578125
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__p1,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__p1__realized_closed,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__p1__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,large,none,none,742.9697265625
