dataset,pair_id,split,domain,outcome_valence,amount_bucket,source_llm,projection_delta,correct_direction
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__pair1,direction_train,finance_investments,gain,large,gpt54,22.626953125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__pair2,direction_train,finance_investments,gain,large,gpt54,-26.3125,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair1,direction_train,finance_investments,gain,large,gpt54,159.544921875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair2,direction_train,finance_investments,gain,large,gpt54,990.638671875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1,direction_train,finance_investments,gain,medium,gpt54,236.3828125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2,direction_train,finance_investments,gain,medium,gpt54,295.765625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair1,direction_train,finance_investments,gain,medium,gpt54,67.7265625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair2,direction_train,finance_investments,gain,medium,gpt54,317.45703125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair1,direction_train,finance_investments,gain,medium,gpt54,95.490234375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair2,direction_train,finance_investments,gain,medium,gpt54,12.07421875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__pair1,direction_train,finance_investments,gain,small,gpt54,-68.482421875,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__pair2,direction_train,finance_investments,gain,small,gpt54,617.5,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__pair1,direction_train,finance_investments,gain,small,gpt54,5.119140625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__pair2,direction_train,finance_investments,gain,small,gpt54,108.580078125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair1,direction_train,finance_investments,gain,small,gpt54,379.87890625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair2,direction_train,finance_investments,gain,small,gpt54,856.361328125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p1,direction_train,finance_investments,loss,large,gpt54,312.822265625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p2,direction_train,finance_investments,loss,large,gpt54,85.171875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__pair1,direction_train,finance_investments,loss,large,gpt54,-55.6484375,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__pair2,direction_train,finance_investments,loss,large,gpt54,9.87890625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__p1,direction_train,finance_investments,loss,large,gpt54,581.501953125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__p2,direction_train,finance_investments,loss,large,gpt54,442.322265625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__pair1,direction_train,finance_investments,loss,medium,gpt54,200.484375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__pair2,direction_train,finance_investments,loss,medium,gpt54,95.541015625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair1,direction_train,finance_investments,loss,medium,gpt54,167.140625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair2,direction_train,finance_investments,loss,medium,gpt54,151.49609375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__pair1,direction_train,finance_investments,loss,medium,gpt54,211.2421875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__pair2,direction_train,finance_investments,loss,medium,gpt54,510.150390625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__pair1,direction_train,finance_investments,loss,small,gpt54,-138.310546875,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__pair2,direction_train,finance_investments,loss,small,gpt54,-91.828125,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__pair1,direction_train,finance_investments,loss,small,gpt54,93.626953125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__pair2,direction_train,finance_investments,loss,small,gpt54,101.919921875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__pair1,direction_train,finance_investments,loss,small,gpt54,267.51171875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__pair2,direction_train,finance_investments,loss,small,gpt54,336.072265625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_001__pair1,direction_train,finance_investments,neutral,large,gpt54,-26.287109375,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_001__pair2,direction_train,finance_investments,neutral,large,gpt54,-142.30859375,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_002__p1,direction_train,finance_investments,neutral,large,gpt54,298.98828125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_002__p2,direction_train,finance_investments,neutral,large,gpt54,27.76171875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_003__p1,direction_train,finance_investments,neutral,large,gpt54,-221.333984375,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_003__p2,direction_train,finance_investments,neutral,large,gpt54,186.27734375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__p1,direction_train,finance_investments,neutral,medium,gpt54,529.3203125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__p2,direction_train,finance_investments,neutral,medium,gpt54,333.6640625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair1,direction_train,finance_investments,neutral,medium,gpt54,-363.322265625,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair2,direction_train,finance_investments,neutral,medium,gpt54,-0.34375,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__p1,direction_train,finance_investments,neutral,medium,gpt54,78.06640625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__p2,direction_train,finance_investments,neutral,medium,gpt54,115.3515625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__pair1,direction_train,finance_investments,neutral,small,gpt54,243.72265625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__pair2,direction_train,finance_investments,neutral,small,gpt54,793.421875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__pair1,direction_train,finance_investments,neutral,small,gpt54,362.826171875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__pair2,direction_train,finance_investments,neutral,small,gpt54,-4.595703125,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__pair1,direction_train,finance_investments,neutral,small,gpt54,-67.365234375,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__pair2,direction_train,finance_investments,neutral,small,gpt54,537.015625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_001__p1,direction_train,refund_reimbursement,gain,large,gpt54,824.802734375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_001__p2,direction_train,refund_reimbursement,gain,large,gpt54,326.81640625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_002__insurance_claim_dental,direction_train,refund_reimbursement,gain,large,gpt54,272.55859375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_002__refund_vendor_credit,direction_train,refund_reimbursement,gain,large,gpt54,388.953125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_003__refund_credit,direction_train,refund_reimbursement,gain,large,gpt54,386.51171875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_003__travel_refund,direction_train,refund_reimbursement,gain,large,gpt54,325.541015625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_001__refund_credit,direction_train,refund_reimbursement,gain,medium,gpt54,481.6953125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_001__travel_claim,direction_train,refund_reimbursement,gain,medium,gpt54,230.126953125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_002__p1,direction_train,refund_reimbursement,gain,medium,gpt54,425.49609375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_002__p2,direction_train,refund_reimbursement,gain,medium,gpt54,379.099609375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_003__pair1,direction_train,refund_reimbursement,gain,medium,gpt54,750.427734375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_003__pair2,direction_train,refund_reimbursement,gain,medium,gpt54,234.375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_001__pair1,direction_train,refund_reimbursement,gain,small,gpt54,521.005859375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_001__pair2,direction_train,refund_reimbursement,gain,small,gpt54,155.853515625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_002__refund_credit,direction_train,refund_reimbursement,gain,small,gpt54,405.66015625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_002__travel_reimbursement,direction_train,refund_reimbursement,gain,small,gpt54,21.875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_003__refund_a,direction_train,refund_reimbursement,gain,small,gpt54,466.03125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_003__refund_b,direction_train,refund_reimbursement,gain,small,gpt54,627.25390625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_001__pair1,direction_train,refund_reimbursement,loss,large,gpt54,280.74609375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_001__pair2,direction_train,refund_reimbursement,loss,large,gpt54,620.27734375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_002__pair1,direction_train,refund_reimbursement,loss,large,gpt54,525.666015625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_002__pair2,direction_train,refund_reimbursement,loss,large,gpt54,242.462890625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_003__refund_pending_paid,direction_train,refund_reimbursement,loss,large,gpt54,670.50390625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_003__travel_claim_submitted_received,direction_train,refund_reimbursement,loss,large,gpt54,451.45703125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_001__claim_approved_sent,direction_train,refund_reimbursement,loss,medium,gpt54,279.62109375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_001__refund_pending_paid,direction_train,refund_reimbursement,loss,medium,gpt54,498.5859375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_002__pair1,direction_train,refund_reimbursement,loss,medium,gpt54,371.08984375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_002__pair2,direction_train,refund_reimbursement,loss,medium,gpt54,10.8515625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_003__p1,direction_train,refund_reimbursement,loss,medium,gpt54,273.142578125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_003__p2,direction_train,refund_reimbursement,loss,medium,gpt54,522.056640625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_001__p1,direction_train,refund_reimbursement,loss,small,gpt54,-37.603515625,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_001__p2,direction_train,refund_reimbursement,loss,small,gpt54,631.904296875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_002__p1,direction_train,refund_reimbursement,loss,small,gpt54,828.765625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_002__p2,direction_train,refund_reimbursement,loss,small,gpt54,223.798828125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_003__refund_hold_posted,direction_train,refund_reimbursement,loss,small,gpt54,457.40234375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_003__reimbursement_expected_received,direction_train,refund_reimbursement,loss,small,gpt54,624.3828125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_001__pair1,direction_train,refund_reimbursement,neutral,large,gpt54,744.77734375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_001__pair2,direction_train,refund_reimbursement,neutral,large,gpt54,195.294921875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_002__pair1,direction_train,refund_reimbursement,neutral,large,gpt54,732.388671875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_002__pair2,direction_train,refund_reimbursement,neutral,large,gpt54,11.66796875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_003__p1,direction_train,refund_reimbursement,neutral,large,gpt54,535.619140625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_003__p2,direction_train,refund_reimbursement,neutral,large,gpt54,521.12109375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_001__pair1,direction_train,refund_reimbursement,neutral,medium,gpt54,546.66015625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_001__pair2,direction_train,refund_reimbursement,neutral,medium,gpt54,203.580078125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_002__pair1,direction_train,refund_reimbursement,neutral,medium,gpt54,89.205078125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_002__pair2,direction_train,refund_reimbursement,neutral,medium,gpt54,-85.560546875,False
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_003__pair1,direction_train,refund_reimbursement,neutral,medium,gpt54,154.884765625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__medium__none__paired__part_003__pair2,direction_train,refund_reimbursement,neutral,medium,gpt54,6.6328125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_001__pair1,direction_train,refund_reimbursement,neutral,small,gpt54,226.86328125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_001__pair2,direction_train,refund_reimbursement,neutral,small,gpt54,280.43359375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_002__pair1,direction_train,refund_reimbursement,neutral,small,gpt54,226.927734375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_002__pair2,direction_train,refund_reimbursement,neutral,small,gpt54,440.46875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_003__pair1,direction_train,refund_reimbursement,neutral,small,gpt54,522.537109375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__small__none__paired__part_003__pair2,direction_train,refund_reimbursement,neutral,small,gpt54,894.330078125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__large__none__paired__part_001__pair1,direction_val,budget_spending,gain,large,gpt54,285.267578125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__large__none__paired__part_001__pair2,direction_val,budget_spending,gain,large,gpt54,864.822265625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__large__none__paired__part_002__p1,direction_val,budget_spending,gain,large,gpt54,61.00390625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__large__none__paired__part_002__p2,direction_val,budget_spending,gain,large,gpt54,584.66796875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__large__none__paired__part_003__p1,direction_val,budget_spending,gain,large,gpt54,434.783203125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__large__none__paired__part_003__p2,direction_val,budget_spending,gain,large,gpt54,534.1640625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__medium__none__paired__part_001__pair1,direction_val,budget_spending,gain,medium,gpt54,409.09375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__medium__none__paired__part_001__pair2,direction_val,budget_spending,gain,medium,gpt54,17.044921875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__medium__none__paired__part_002__p1,direction_val,budget_spending,gain,medium,gpt54,513.193359375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__medium__none__paired__part_002__p2,direction_val,budget_spending,gain,medium,gpt54,183.3671875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__medium__none__paired__part_003__budget_bonus_hold_spend,direction_val,budget_spending,gain,medium,gpt54,234.150390625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__medium__none__paired__part_003__budget_resale_hold_spend,direction_val,budget_spending,gain,medium,gpt54,448.83984375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__small__none__paired__part_001__pair1,direction_val,budget_spending,gain,small,gpt54,861.9140625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__small__none__paired__part_001__pair2,direction_val,budget_spending,gain,small,gpt54,181.947265625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__small__none__paired__part_002__p1,direction_val,budget_spending,gain,small,gpt54,253.17578125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__small__none__paired__part_002__p2,direction_val,budget_spending,gain,small,gpt54,63.642578125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__small__none__paired__part_003__pair1,direction_val,budget_spending,gain,small,gpt54,1226.15234375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__gain__small__none__paired__part_003__pair2,direction_val,budget_spending,gain,small,gpt54,397.255859375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__large__none__paired__part_001__p1,direction_val,budget_spending,loss,large,gpt54,580.837890625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__large__none__paired__part_001__p2,direction_val,budget_spending,loss,large,gpt54,347.3203125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__large__none__paired__part_002__p1,direction_val,budget_spending,loss,large,gpt54,115.7421875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__large__none__paired__part_002__p2,direction_val,budget_spending,loss,large,gpt54,207.9453125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__large__none__paired__part_003__p1,direction_val,budget_spending,loss,large,gpt54,786.583984375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__large__none__paired__part_003__p2,direction_val,budget_spending,loss,large,gpt54,610.71875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__medium__none__paired__part_001__p1,direction_val,budget_spending,loss,medium,gpt54,818.55078125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__medium__none__paired__part_001__p2,direction_val,budget_spending,loss,medium,gpt54,439.177734375,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__medium__none__paired__part_002__pair1,direction_val,budget_spending,loss,medium,gpt54,268.64453125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__medium__none__paired__part_002__pair2,direction_val,budget_spending,loss,medium,gpt54,838.560546875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__medium__none__paired__part_003__invoice_refund,direction_val,budget_spending,loss,medium,gpt54,625.466796875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__medium__none__paired__part_003__resale_ticket,direction_val,budget_spending,loss,medium,gpt54,724.064453125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__small__none__paired__part_001__budget_drop_subscription,direction_val,budget_spending,loss,small,gpt54,204.96875,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__small__none__paired__part_001__budget_resale_furniture,direction_val,budget_spending,loss,small,gpt54,542.306640625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__small__none__paired__part_002__pair1,direction_val,budget_spending,loss,small,gpt54,356.19140625,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__small__none__paired__part_002__pair2,direction_val,budget_spending,loss,small,gpt54,622.80078125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__small__none__paired__part_003__p1,direction_val,budget_spending,loss,small,gpt54,164.095703125,True
original,realization_vector_generation_v1__gpt54__direction_realization_money__direction_val__budget_spending__none__neutral__paired__loss__small__none__paired__part_003__p2,direction_val,budget_spending,loss,small,gpt54,152.740234375,True
