prompt_id,projection,token_count,split,pair_id,pair_role,domain,realization_frame,outcome_valence,amount_bucket,risk_context,behavior_target,source_llm
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__medium__none__paired__heldout_casino_1__realized_closed,-26407.107421875,96,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__medium__none__paired__heldout_casino_1,realized_closed,casino_gambling,realized_closed,loss,medium,gambling_choice,wager_and_machine_risk,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__large__none__paired__heldout_behavior_1__paper_open,-27548.2109375,99,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__large__none__paired__heldout_behavior_1,paper_open,casino_gambling,paper_open,gain,large,gambling_choice,wager_and_machine_risk,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__large__none__paired__heldout_behavior_1__realized_closed,-27555.65234375,95,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__large__none__paired__heldout_behavior_1,realized_closed,casino_gambling,realized_closed,gain,large,gambling_choice,wager_and_machine_risk,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__large__none__paired__heldout_behavior_realization_casino_0__paper_open,-26912.16015625,92,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__large__none__paired__heldout_behavior_realization_casino_0,paper_open,casino_gambling,paper_open,loss,large,gambling_choice,wager_and_machine_risk,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__large__none__paired__heldout_behavior_realization_casino_0__realized_closed,-27042.947265625,92,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__large__none__paired__heldout_behavior_realization_casino_0,realized_closed,casino_gambling,realized_closed,loss,large,gambling_choice,wager_and_machine_risk,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__small__none__paired__heldout_tech_stock__paper_open,-26766.796875,139,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__small__none__paired__heldout_tech_stock,paper_open,finance_investments,paper_open,gain,small,portfolio_choice,investment_risk_choice,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__small__none__paired__heldout_tech_stock__realized_closed,-26491.91015625,134,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__small__none__paired__heldout_tech_stock,realized_closed,finance_investments,realized_closed,gain,small,portfolio_choice,investment_risk_choice,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__small__none__paired__heldout_behavior_finance_1__paper_open,-27331.134765625,98,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__small__none__paired__heldout_behavior_finance_1,paper_open,finance_investments,paper_open,loss,small,portfolio_choice,investment_risk_choice,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__small__none__paired__heldout_behavior_finance_1__realized_closed,-27147.1171875,92,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__small__none__paired__heldout_behavior_finance_1,realized_closed,finance_investments,realized_closed,loss,small,portfolio_choice,investment_risk_choice,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__medium__none__paired__test_investment_choice_01__paper_open,-27341.427734375,128,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__medium__none__paired__test_investment_choice_01,paper_open,finance_investments,paper_open,gain,medium,portfolio_choice,investment_risk_choice,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__medium__none__paired__test_investment_choice_01__realized_closed,-26984.802734375,120,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__medium__none__paired__test_investment_choice_01,realized_closed,finance_investments,realized_closed,gain,medium,portfolio_choice,investment_risk_choice,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__medium__none__paired__0__paper_open,-26321.759765625,72,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__medium__none__paired__0,paper_open,finance_investments,paper_open,loss,medium,portfolio_choice,investment_risk_choice,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__medium__none__paired__0__realized_closed,-26219.5078125,72,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__medium__none__paired__0,realized_closed,finance_investments,realized_closed,loss,medium,portfolio_choice,investment_risk_choice,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__large__none__paired__heldout_finance_choice_01__paper_open,-27029.40625,125,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__large__none__paired__heldout_finance_choice_01,paper_open,finance_investments,paper_open,gain,large,portfolio_choice,investment_risk_choice,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__large__none__paired__heldout_finance_choice_01__realized_closed,-26744.869140625,120,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__gain__large__none__paired__heldout_finance_choice_01,realized_closed,finance_investments,realized_closed,gain,large,portfolio_choice,investment_risk_choice,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__large__none__paired__heldout_finance_loss_allocation__paper_open,-27374.8203125,117,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__large__none__paired__heldout_finance_loss_allocation,paper_open,finance_investments,paper_open,loss,large,portfolio_choice,investment_risk_choice,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__large__none__paired__heldout_finance_loss_allocation__realized_closed,-27321.58203125,114,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_finance__heldout_behavior_eval__finance_investments__none__neutral__paired__loss__large__none__paired__heldout_finance_loss_allocation,realized_closed,finance_investments,realized_closed,loss,large,portfolio_choice,investment_risk_choice,deepseek_v32
