prompt_id,projection,token_count,split,pair_id,pair_role,domain,realization_frame,outcome_valence,amount_bucket,risk_context,behavior_target,source_llm
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__p1__paper_open,-29643.576171875,53,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__p1,paper_open,project_outcomes,paper_open,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__p1__realized_closed,-28737.62109375,51,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__p1,realized_closed,project_outcomes,realized_closed,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__p2__paper_open,-29558.015625,50,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__p2,paper_open,project_outcomes,paper_open,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__p2__realized_closed,-29255.626953125,51,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__p2,realized_closed,project_outcomes,realized_closed,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair1__paper_open,-29487.51953125,51,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair1,paper_open,project_outcomes,paper_open,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair1__realized_closed,-29502.69921875,49,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair1,realized_closed,project_outcomes,realized_closed,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair2__paper_open,-29109.935546875,54,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair2,paper_open,project_outcomes,paper_open,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair2__realized_closed,-29198.078125,49,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair2,realized_closed,project_outcomes,realized_closed,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__grades_portal__paper_open,-29982.775390625,48,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__grades_portal,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__grades_portal__realized_closed,-29708.6328125,44,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__grades_portal,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__manuscript_submission__paper_open,-28948.19921875,46,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__manuscript_submission,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__manuscript_submission__realized_closed,-28891.52734375,46,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__manuscript_submission,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__draft_feedback__paper_open,-29654.912109375,50,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__draft_feedback,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__draft_feedback__realized_closed,-29282.158203125,47,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__draft_feedback,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__grade_portal__paper_open,-29699.328125,54,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__grade_portal,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__grade_portal__realized_closed,-29444.296875,51,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__grade_portal,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__course_grade__paper_open,-29401.978515625,53,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__course_grade,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__course_grade__realized_closed,-29281.71484375,54,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__course_grade,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__grant_application__paper_open,-29513.896484375,50,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__grant_application,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__grant_application__realized_closed,-29611.794921875,50,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__grant_application,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__statuspage__paper_open,-28935.77734375,54,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__statuspage,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__statuspage__realized_closed,-28769.447265625,46,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__statuspage,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__gradeportal__paper_open,-29116.69921875,50,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__gradeportal,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__gradeportal__realized_closed,-28786.765625,43,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__gradeportal,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__proofreview__paper_open,-29212.748046875,54,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__proofreview,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__proofreview__realized_closed,-28841.83203125,47,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__proofreview,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__graderelease__paper_open,-29005.33984375,48,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__graderelease,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__graderelease__realized_closed,-28913.521484375,47,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__graderelease,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__p1__paper_open,-29977.90625,49,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__p1,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__p1__realized_closed,-29463.283203125,44,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__p1,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__p2__paper_open,-29754.517578125,43,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__p2,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__p2__realized_closed,-29250.498046875,43,direction_train,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_train__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__p2,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_001__p1__paper_open,-29768.587890625,51,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_001__p1,paper_open,project_outcomes,paper_open,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_001__p1__realized_closed,-29679.654296875,43,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_001__p1,realized_closed,project_outcomes,realized_closed,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_001__p2__paper_open,-29717.158203125,45,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_001__p2,paper_open,project_outcomes,paper_open,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_001__p2__realized_closed,-29314.228515625,37,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_001__p2,realized_closed,project_outcomes,realized_closed,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__pair1__paper_open,-29254.796875,48,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__pair1,paper_open,project_outcomes,paper_open,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__pair1__realized_closed,-29027.875,47,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__pair1,realized_closed,project_outcomes,realized_closed,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__pair2__paper_open,-29855.4765625,48,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__pair2,paper_open,project_outcomes,paper_open,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__pair2__realized_closed,-28877.099609375,45,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_002__pair2,realized_closed,project_outcomes,realized_closed,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair1__paper_open,-29015.447265625,57,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair1,paper_open,project_outcomes,paper_open,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair1__realized_closed,-29056.0703125,48,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair1,realized_closed,project_outcomes,realized_closed,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair2__paper_open,-29089.923828125,48,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair2,paper_open,project_outcomes,paper_open,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair2__realized_closed,-29291.513671875,42,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__gain__none__none__paired__part_003__pair2,realized_closed,project_outcomes,realized_closed,gain,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__grade_portal__paper_open,-28960.818359375,54,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__grade_portal,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__grade_portal__realized_closed,-28899.44140625,51,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__grade_portal,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__manuscript_submission__paper_open,-29520.908203125,52,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__manuscript_submission,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__manuscript_submission__realized_closed,-29355.849609375,48,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_001__manuscript_submission,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__p1__paper_open,-29356.158203125,58,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__p1,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__p1__realized_closed,-28784.650390625,52,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__p1,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__p2__paper_open,-29842.56640625,54,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__p2,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__p2__realized_closed,-29625.93359375,49,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_002__p2,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__graded_report__paper_open,-29042.083984375,54,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__graded_report,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__graded_report__realized_closed,-28860.7578125,45,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__graded_report,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__application_result__paper_open,-29274.390625,50,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__application_result,paper_open,project_outcomes,paper_open,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__application_result__realized_closed,-28982.720703125,41,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__loss__none__none__paired__part_003__application_result,realized_closed,project_outcomes,realized_closed,loss,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__posted_grade__paper_open,-29163.99609375,55,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__posted_grade,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__posted_grade__realized_closed,-29077.826171875,52,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__posted_grade,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__submitted_design__paper_open,-29487.8828125,45,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__submitted_design,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__submitted_design__realized_closed,-29357.390625,49,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_001__submitted_design,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__draft_report__paper_open,-29233.6484375,57,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__draft_report,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__draft_report__realized_closed,-29358.06640625,52,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__draft_report,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__course_grade__paper_open,-28949.125,47,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__course_grade,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__course_grade__realized_closed,-28560.533203125,46,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_002__course_grade,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__draft_article__paper_open,-28754.087890625,54,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__draft_article,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__draft_article__realized_closed,-28751.669921875,46,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__draft_article,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__grade_posting__paper_open,-29688.056640625,48,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__grade_posting,paper_open,project_outcomes,paper_open,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__grade_posting__realized_closed,-29262.732421875,48,direction_val,realization_vector_generation_v1__gpt54__direction_realization_nonmoney__direction_val__project_outcomes__none__neutral__paired__neutral__none__none__paired__part_003__grade_posting,realized_closed,project_outcomes,realized_closed,neutral,none,none,none,gpt54
realization_vector_generation_v1__gpt54__behavior_realization_casino__behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__part_001__pair1__paper_open,-26924.2734375,98,behavior_eval,realization_vector_generation_v1__gpt54__behavior_realization_casino__behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__part_001__pair1,paper_open,casino_gambling,paper_open,gain,small,gambling_choice,wager_and_machine_risk,gpt54
realization_vector_generation_v1__gpt54__behavior_realization_casino__behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__part_001__pair1__realized_closed,-26788.275390625,97,behavior_eval,realization_vector_generation_v1__gpt54__behavior_realization_casino__behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__part_001__pair1,realized_closed,casino_gambling,realized_closed,gain,small,gambling_choice,wager_and_machine_risk,gpt54
realization_vector_generation_v1__gpt54__behavior_realization_casino__behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__part_001__pair2__paper_open,-26905.021484375,100,behavior_eval,realization_vector_generation_v1__gpt54__behavior_realization_casino__behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__part_001__pair2,paper_open,casino_gambling,paper_open,gain,small,gambling_choice,wager_and_machine_risk,gpt54
realization_vector_generation_v1__gpt54__behavior_realization_casino__behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__part_001__pair2__realized_closed,-27021.6484375,100,behavior_eval,realization_vector_generation_v1__gpt54__behavior_realization_casino__behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__part_001__pair2,realized_closed,casino_gambling,realized_closed,gain,small,gambling_choice,wager_and_machine_risk,gpt54
